timestamp,temperature,hr,spo2,ax,ay,az,gx,gy,gz,perclos,ear,mar,yawn_status,head_angle,auto_label
1762801482.2417958,36.83,78.42,97.14,-0.23,0.03,-1.13,-3.99,-1.4,0.24,8.19,0.3,0.0,Closed,1.95,Alert
1762801766.6652453,36.92,82.32,99.87,-0.23,-0.09,-1.09,-4.01,-1.53,0.29,7.77,0.29,0.0,Closed,3.91,Alert
1762801068.0169702,36.6,68.94,92.47,-0.28,0.03,-1.17,-3.86,-1.45,0.11,54.74,0.24,0.01,Open,-1.72,Drowsy
1762801082.153171,37.2,62.94,92.03,-0.16,-0.08,-1.21,-4.11,-1.47,0.32,29.71,0.16,0.01,Open,-11.25,Drowsy
1762800865.4050212,36.6,63.35,91.94,-0.37,-0.07,-1.22,-3.76,-1.27,0.37,92.22,0.06,0.04,Closed,5.49,Fatigued
1762801353.9900994,36.88,75.52,95.46,-0.25,-0.08,-1.08,-4.06,-1.53,0.35,7.08,0.38,0.0,Closed,-0.39,Alert
1762800823.502952,36.01,84.54,97.52,-0.26,-0.04,-1.12,-3.92,-1.51,0.24,6.63,0.29,0.0,Closed,3.85,Alert
1762801538.5912604,36.26,81.97,96.88,-0.3,0.01,-1.0,-3.96,-1.41,0.32,9.84,0.32,0.0,Closed,4.43,Alert
1762801179.707418,36.56,76.21,95.21,-0.22,-0.06,-1.07,-4.02,-1.49,0.34,0.06,0.35,0.0,Closed,-1.87,Alert
1762800712.5837805,36.72,81.7,99.55,-0.27,-0.0,-1.14,-3.98,-1.55,0.37,1.97,0.3,0.0,Closed,-0.56,Alert
1762801408.9203403,36.16,75.02,98.82,-0.29,-0.12,-1.11,-4.0,-1.47,0.27,8.36,0.39,0.0,Closed,-2.29,Alert
1762800943.1188936,36.92,70.38,95.63,-0.27,-0.01,-1.06,-3.93,-1.54,0.33,5.71,0.34,0.0,Closed,-1.77,Alert
1762800732.1664226,36.66,67.55,91.91,-0.48,-0.05,-1.34,-3.93,-1.3,0.31,87.96,0.07,0.02,Open,23.45,Fatigued
1762800956.2742326,36.4,70.11,96.5,-0.26,-0.04,-1.07,-4.07,-1.57,0.32,6.31,0.39,0.0,Closed,3.45,Alert
1762800795.563909,36.27,77.3,95.36,-0.33,-0.11,-1.05,-3.97,-1.43,0.35,4.5,0.3,0.0,Closed,-0.94,Alert
1762800847.7371376,37.26,59.51,90.05,-0.31,0.01,-1.36,-3.97,-1.63,0.23,82.39,0.08,0.01,Closed,29.56,Fatigued
1762801790.4455528,36.8,70.15,97.82,-0.17,-0.0,-1.06,-4.01,-1.55,0.25,8.25,0.35,0.0,Closed,4.54,Alert
1762801368.7798858,36.09,79.63,99.76,-0.29,-0.08,-1.01,-3.96,-1.42,0.35,4.35,0.4,0.0,Closed,2.1,Alert
1762800729.4654713,36.07,70.5,97.94,-0.32,-0.04,-1.09,-4.02,-1.6,0.27,0.25,0.37,0.0,Closed,-2.68,Alert
1762800716.3072658,36.28,71.57,99.35,-0.23,-0.1,-1.04,-3.98,-1.54,0.33,6.43,0.28,0.0,Closed,2.05,Alert
1762801140.5644693,36.03,78.24,95.19,-0.2,-0.05,-1.11,-4.02,-1.52,0.34,0.27,0.37,0.0,Closed,4.43,Alert
1762800826.2382426,36.1,74.88,98.12,-0.27,-0.01,-1.1,-4.07,-1.48,0.37,1.53,0.38,0.0,Closed,-0.3,Alert
1762800865.5670304,36.98,61.17,97.67,-0.16,-0.04,-0.96,-4.02,-1.43,0.49,32.31,0.28,0.01,Closed,-0.21,Drowsy
1762800672.6682665,36.52,63.01,93.72,-0.26,0.05,-0.98,-3.94,-1.48,0.27,58.12,0.24,0.01,Closed,-1.65,Drowsy
1762800764.6401386,36.99,58.03,90.19,-0.26,0.2,-0.94,-3.99,-1.46,0.25,64.28,0.08,0.03,Closed,-6.93,Fatigued
1762800913.4453309,36.16,83.18,98.57,-0.29,-0.08,-1.03,-3.96,-1.54,0.29,4.85,0.29,0.0,Closed,-0.02,Alert
1762800855.8155077,36.58,84.05,95.51,-0.21,0.04,-1.01,-3.96,-1.44,0.33,2.12,0.38,0.0,Closed,4.5,Alert
1762801533.975442,36.8,77.85,97.71,-0.24,-0.03,-1.15,-3.95,-1.45,0.28,5.94,0.33,0.0,Closed,0.65,Alert
1762801171.3911595,36.27,74.59,97.95,-0.32,-0.07,-1.12,-3.98,-1.49,0.4,2.59,0.35,0.0,Open,-1.06,Alert
1762801086.525507,36.43,81.33,96.79,-0.18,-0.03,-1.09,-4.08,-1.47,0.29,5.82,0.34,0.0,Closed,2.32,Alert
1762801681.1177497,36.95,81.92,96.71,-0.14,-0.01,-1.06,-4.03,-1.43,0.21,4.17,0.37,0.0,Closed,-3.29,Alert
1762801017.6015306,36.55,79.63,95.83,-0.29,-0.08,-1.11,-3.94,-1.44,0.36,0.87,0.38,0.0,Closed,-2.69,Alert
1762801241.856849,36.2,81.06,98.98,-0.2,0.0,-1.13,-3.98,-1.5,0.22,9.67,0.35,0.0,Closed,0.25,Alert
1762800918.3555572,37.41,68.7,88.14,-0.36,-0.05,-0.89,-3.87,-1.14,-0.05,64.53,0.09,0.04,Open,-20.92,Fatigued
1762800723.68573,37.3,67.44,96.14,-0.12,-0.24,-1.06,-3.86,-1.51,0.28,58.73,0.25,0.0,Open,4.23,Drowsy
1762800687.8554013,36.9,65.53,93.25,-0.25,-0.13,-0.84,-4.18,-1.29,0.5,85.51,0.08,0.03,Closed,23.83,Fatigued
1762801572.4131887,36.2,70.19,98.71,-0.26,-0.11,-1.08,-3.98,-1.49,0.33,3.54,0.29,0.0,Closed,2.66,Alert
1762801329.7653022,36.8,84.88,96.27,-0.24,-0.04,-1.03,-3.97,-1.48,0.28,9.15,0.29,0.0,Closed,1.12,Alert
1762801420.2194061,36.51,82.63,98.43,-0.23,-0.14,-1.05,-4.06,-1.48,0.34,4.39,0.29,0.0,Closed,-4.94,Alert
1762801685.4642363,36.71,82.84,99.91,-0.27,-0.01,-1.13,-4.03,-1.42,0.32,8.74,0.39,0.0,Closed,-0.24,Alert
1762800832.4754744,36.07,71.1,99.02,-0.29,-0.05,-1.03,-4.01,-1.53,0.33,5.74,0.36,0.0,Closed,-4.9,Alert
1762800689.1249688,36.6,83.81,95.29,-0.25,-0.03,-1.04,-4.1,-1.52,0.29,7.64,0.38,0.0,Closed,-3.83,Alert
1762800806.8990386,36.6,80.74,96.16,-0.25,-0.06,-1.11,-3.95,-1.49,0.33,9.67,0.33,0.0,Closed,4.19,Alert
1762801110.541481,36.85,82.26,96.77,-0.17,0.0,-1.12,-3.96,-1.46,0.37,3.05,0.37,0.0,Closed,-1.5,Alert
1762801779.058845,36.37,71.82,98.37,-0.26,-0.04,-1.06,-4.01,-1.41,0.33,2.39,0.36,0.0,Closed,-4.66,Alert
1762801494.4763129,36.8,84.19,95.59,-0.3,0.09,-1.11,-4.0,-1.42,0.33,3.52,0.37,0.0,Closed,-1.96,Alert
1762801300.9343553,36.12,81.65,96.49,-0.25,0.04,-1.1,-4.05,-1.55,0.31,8.0,0.35,0.0,Closed,4.22,Alert
1762800869.470305,36.84,79.59,97.47,-0.27,-0.03,-1.1,-4.02,-1.59,0.33,7.26,0.37,0.0,Closed,-2.17,Alert
1762800768.80064,36.51,66.45,92.43,-0.08,-0.13,-0.97,-4.18,-1.46,0.42,79.91,0.09,0.02,Closed,-10.58,Fatigued
1762800999.5184886,36.05,82.6,98.54,-0.23,-0.1,-1.11,-3.99,-1.45,0.29,4.74,0.39,0.0,Closed,-2.9,Alert
1762801568.1198928,36.91,72.49,97.59,-0.29,0.02,-1.2,-4.0,-1.52,0.38,0.98,0.36,0.0,Closed,-2.92,Alert
1762800662.870403,36.22,76.49,98.78,-0.32,-0.07,-1.11,-4.11,-1.55,0.26,3.77,0.38,0.0,Closed,-2.72,Alert
1762800991.0813947,36.02,84.27,96.94,-0.22,-0.03,-1.06,-3.97,-1.43,0.29,3.1,0.28,0.0,Closed,1.1,Alert
1762801042.4808114,36.81,74.85,99.54,-0.24,-0.11,-1.1,-4.0,-1.48,0.3,9.83,0.39,0.0,Closed,-2.42,Alert
1762801014.6494472,36.27,73.25,97.73,-0.3,-0.16,-1.12,-4.04,-1.55,0.27,4.46,0.31,0.0,Closed,4.48,Alert
1762800671.6726866,36.9,67.05,92.2,-0.41,-0.04,-1.01,-3.93,-1.56,0.1,88.65,0.15,0.02,Open,13.11,Fatigued
1762801189.0985663,36.73,81.4,96.85,-0.27,-0.04,-1.02,-3.97,-1.62,0.22,4.5,0.3,0.0,Closed,-2.54,Alert
1762801415.7281759,36.48,84.11,95.93,-0.34,-0.05,-1.0,-3.97,-1.52,0.29,1.28,0.31,0.0,Closed,-3.0,Alert
1762801202.71463,36.55,71.47,96.68,-0.22,-0.1,-1.12,-4.02,-1.46,0.26,5.44,0.3,0.0,Closed,-0.49,Alert
1762801128.4236455,37.19,70.76,94.16,-0.16,0.04,-1.18,-3.98,-1.61,0.42,31.3,0.27,0.0,Closed,8.44,Drowsy
1762801123.5856788,36.78,64.26,94.46,-0.25,-0.13,-1.03,-4.04,-1.53,0.22,32.27,0.21,0.01,Closed,9.52,Drowsy
1762800830.4676733,36.79,58.2,92.57,-0.77,-0.1,-1.14,-3.92,-1.55,0.0,81.45,0.12,0.03,Closed,0.07,Fatigued
1762800766.0053663,36.93,75.05,96.39,-0.26,-0.08,-1.08,-3.96,-1.5,0.23,2.57,0.37,0.0,Open,-4.77,Alert
1762801114.4694016,36.6,82.09,97.1,-0.2,-0.04,-1.12,-4.01,-1.59,0.3,7.8,0.4,0.0,Closed,-4.96,Alert
1762800962.2928545,36.4,84.02,98.92,-0.22,-0.03,-1.09,-4.01,-1.47,0.3,9.25,0.34,0.0,Closed,2.54,Alert
1762801670.615266,36.12,81.15,97.9,-0.28,-0.03,-1.12,-4.08,-1.53,0.13,9.96,0.36,0.0,Closed,3.23,Alert
1762801041.691029,37.17,63.31,97.99,-0.18,-0.13,-1.04,-4.02,-1.5,0.42,37.6,0.18,0.01,Closed,9.34,Drowsy
1762800742.8418477,37.12,67.6,91.91,-0.45,0.1,-0.88,-4.26,-1.64,0.5,67.51,0.1,0.03,Closed,10.26,Fatigued
1762801496.614808,36.69,76.93,98.46,-0.29,-0.09,-1.14,-3.96,-1.48,0.34,6.76,0.36,0.0,Closed,-2.58,Alert
1762800968.1899793,36.66,74.61,96.14,-0.28,-0.03,-1.05,-4.03,-1.52,0.31,2.5,0.33,0.0,Open,-2.85,Alert
1762801024.7967288,36.82,73.22,94.43,-0.09,0.02,-0.96,-3.92,-1.37,0.31,53.08,0.25,0.01,Closed,-2.07,Drowsy
1762801386.9621496,36.8,76.6,99.48,-0.28,-0.03,-1.18,-4.06,-1.39,0.32,1.12,0.36,0.0,Closed,-1.45,Alert
1762800665.2746997,36.82,64.25,93.79,-0.43,-0.14,-0.8,-4.08,-1.42,0.35,83.59,0.13,0.03,Closed,16.19,Fatigued
1762800804.6685483,36.49,81.0,97.01,-0.22,-0.07,-1.08,-3.94,-1.51,0.25,4.83,0.31,0.0,Closed,-0.15,Alert
1762800853.2302198,36.23,74.05,96.23,-0.29,-0.08,-1.14,-4.02,-1.65,0.33,5.35,0.33,0.0,Closed,4.93,Alert
1762800765.7312543,36.52,62.42,93.52,-0.54,-0.15,-1.13,-3.95,-1.45,0.35,54.41,0.28,0.01,Closed,2.22,Drowsy
1762801749.274279,36.82,71.71,99.24,-0.25,-0.08,-1.09,-4.11,-1.49,0.4,2.2,0.39,0.0,Closed,-2.12,Alert
1762801612.5150883,36.67,71.04,97.98,-0.17,-0.15,-1.03,-4.0,-1.38,0.29,7.21,0.35,0.0,Closed,-3.08,Alert
1762801482.7562945,36.22,77.85,97.7,-0.33,-0.14,-1.18,-4.01,-1.56,0.23,3.27,0.29,0.0,Closed,1.99,Alert
1762800700.9669359,36.51,74.03,99.97,-0.28,-0.13,-1.05,-4.07,-1.45,0.25,6.25,0.33,0.0,Closed,4.62,Alert
1762801801.4040754,36.48,70.18,96.53,-0.25,0.02,-1.02,-4.03,-1.55,0.32,4.0,0.37,0.0,Closed,3.33,Alert
1762801376.455459,36.05,82.07,98.08,-0.29,-0.09,-1.11,-4.07,-1.54,0.25,1.04,0.35,0.0,Closed,0.52,Alert
1762800902.7183425,36.37,71.6,96.08,-0.36,0.02,-1.09,-3.94,-1.55,0.31,5.02,0.3,0.0,Closed,-4.64,Alert
1762800911.3876197,36.4,78.51,98.22,-0.19,-0.03,-1.06,-4.07,-1.43,0.21,5.53,0.32,0.0,Closed,4.47,Alert
1762801686.1941216,36.74,77.82,98.25,-0.39,0.02,-1.12,-3.97,-1.4,0.33,2.36,0.33,0.0,Closed,-4.55,Alert
1762800786.8232386,36.56,59.7,92.11,-0.52,-0.01,-1.08,-4.1,-1.28,0.46,62.95,0.14,0.02,Closed,-20.24,Fatigued
1762801056.026704,36.26,80.04,98.86,-0.23,-0.09,-1.08,-4.01,-1.56,0.24,6.08,0.33,0.0,Closed,2.09,Alert
1762800873.0431309,36.73,64.23,88.82,-0.45,-0.27,-1.0,-3.86,-1.71,0.51,66.96,0.06,0.02,Open,-24.36,Fatigued
1762800846.3073611,37.15,56.76,88.28,-0.19,0.13,-1.12,-4.22,-1.69,0.23,93.11,0.1,0.03,Open,26.57,Fatigued
1762800760.0051012,37.12,68.62,95.48,0.03,-0.15,-1.06,-3.93,-1.57,0.23,31.0,0.25,0.0,Open,5.04,Drowsy
1762801532.433955,36.69,84.47,99.39,-0.26,-0.14,-1.05,-4.01,-1.43,0.28,1.57,0.39,0.0,Closed,0.49,Alert
1762801122.6476755,36.98,60.73,95.35,-0.35,-0.1,-0.99,-3.97,-1.34,0.14,39.99,0.24,0.0,Open,-12.01,Drowsy
1762800803.2117882,36.53,79.34,95.25,-0.22,0.01,-1.06,-4.02,-1.54,0.31,2.92,0.31,0.0,Open,1.56,Alert
1762800649.0309885,36.92,57.66,90.41,-0.17,-0.14,-1.32,-3.78,-1.3,0.32,69.73,0.14,0.03,Closed,16.72,Fatigued
1762800648.5675101,36.91,63.26,90.35,-0.28,0.12,-1.16,-4.16,-1.64,0.3,80.67,0.05,0.04,Open,9.53,Fatigued
1762801513.222258,36.21,73.07,98.62,-0.21,0.01,-1.08,-4.0,-1.57,0.31,6.4,0.35,0.0,Closed,1.64,Alert
1762800831.1515844,37.21,60.27,91.78,-0.13,-0.08,-1.12,-3.9,-1.39,0.41,78.38,0.05,0.03,Open,27.77,Fatigued
1762801040.3328013,36.16,83.41,95.95,-0.27,-0.19,-1.05,-3.93,-1.48,0.33,2.83,0.38,0.0,Closed,-0.23,Alert
1762801679.893549,36.81,73.59,99.65,-0.22,0.03,-1.0,-4.09,-1.52,0.37,6.3,0.36,0.0,Closed,2.15,Alert
1762800846.9552784,37.19,63.38,89.24,-0.16,-0.06,-1.17,-4.11,-1.63,-0.06,73.61,0.06,0.02,Open,-2.49,Fatigued
1762800783.2676392,37.32,62.49,94.99,-0.24,0.04,-1.16,-3.93,-1.39,0.01,70.51,0.07,0.01,Closed,12.8,Fatigued
1762801022.2749956,36.81,75.86,99.22,-0.22,0.02,-1.14,-3.97,-1.47,0.26,8.3,0.34,0.0,Closed,3.58,Alert
1762800706.3622918,36.56,55.48,91.35,-0.23,-0.07,-0.77,-4.0,-1.46,0.31,82.09,0.07,0.02,Open,4.6,Fatigued
1762800754.386379,36.62,82.26,97.55,-0.29,0.02,-1.14,-3.99,-1.5,0.31,1.95,0.35,0.0,Closed,1.88,Alert
1762801631.3776743,36.58,73.9,96.62,-0.26,0.02,-1.05,-4.08,-1.47,0.33,2.65,0.39,0.0,Closed,4.49,Alert
1762801212.3619115,36.99,81.78,95.82,-0.27,-0.03,-1.1,-4.03,-1.55,0.24,3.47,0.28,0.0,Closed,0.96,Alert
1762800740.4363365,37.35,71.65,96.56,-0.25,-0.08,-1.16,-4.0,-1.6,0.23,25.75,0.27,0.01,Closed,-1.98,Drowsy
1762801358.5432854,36.04,78.9,95.07,-0.29,-0.04,-1.04,-4.0,-1.54,0.24,7.68,0.33,0.0,Closed,4.86,Alert
1762801260.3265183,36.25,75.73,98.92,-0.27,0.02,-1.15,-4.04,-1.47,0.31,3.21,0.37,0.0,Closed,1.59,Alert
1762801079.6596074,36.58,83.91,96.86,-0.24,-0.04,-0.99,-4.02,-1.59,0.43,3.68,0.34,0.0,Closed,-4.51,Alert
1762800958.6429963,37.1,65.4,94.37,-0.16,-0.07,-0.93,-3.85,-1.51,0.46,48.03,0.27,0.01,Open,-7.82,Drowsy
1762801317.976114,36.34,77.63,95.53,-0.34,0.0,-1.13,-4.09,-1.52,0.33,6.93,0.31,0.0,Closed,2.63,Alert
1762801729.8099303,36.98,72.94,97.12,-0.31,-0.04,-1.12,-3.94,-1.44,0.34,4.51,0.29,0.0,Closed,-1.37,Alert
1762800703.2878263,37.17,63.09,92.26,-0.04,0.03,-1.12,-4.09,-1.56,0.25,42.66,0.17,0.01,Closed,1.84,Drowsy
1762800986.1941087,36.02,77.25,98.91,-0.27,-0.03,-1.04,-3.99,-1.5,0.35,8.8,0.29,0.0,Closed,0.05,Alert
1762800804.8128288,37.35,66.66,90.55,-0.26,-0.06,-1.22,-4.07,-1.24,0.41,82.47,0.07,0.02,Open,7.45,Fatigued
1762800707.8980358,36.87,69.78,92.43,-0.31,-0.13,-0.97,-4.03,-1.63,0.21,21.5,0.26,0.01,Closed,-8.66,Drowsy
1762801520.8093333,36.16,70.41,97.26,-0.27,0.01,-1.03,-3.97,-1.54,0.29,2.35,0.37,0.0,Closed,-0.82,Alert
1762801358.7025557,36.41,75.87,96.24,-0.23,-0.01,-1.02,-3.91,-1.52,0.32,1.14,0.31,0.0,Closed,4.38,Alert
1762800947.901215,36.31,78.0,96.33,-0.25,-0.07,-1.07,-4.01,-1.48,0.29,0.99,0.32,0.0,Closed,0.03,Alert
1762800848.5833201,36.05,78.78,98.53,-0.24,-0.03,-1.13,-4.02,-1.54,0.32,1.82,0.33,0.0,Open,1.4,Alert
1762801142.1143548,36.43,76.49,98.83,-0.28,-0.09,-1.05,-4.07,-1.57,0.33,0.11,0.29,0.0,Closed,4.13,Alert
1762801392.5180907,36.6,73.31,96.24,-0.27,-0.03,-1.13,-3.96,-1.47,0.31,3.85,0.35,0.0,Closed,-0.03,Alert
1762800800.306475,36.83,78.89,97.5,-0.18,-0.07,-1.08,-4.07,-1.5,0.27,7.49,0.38,0.0,Closed,3.28,Alert
1762800861.796057,36.57,57.71,91.41,-0.34,0.02,-0.93,-3.7,-1.27,0.45,69.23,0.06,0.02,Closed,-4.05,Fatigued
1762801225.2116594,36.13,79.89,97.73,-0.2,-0.08,-1.11,-4.01,-1.42,0.28,6.48,0.36,0.0,Closed,-4.89,Alert
1762801215.4406223,36.87,81.8,96.92,-0.21,0.04,-1.05,-4.05,-1.5,0.35,4.84,0.29,0.0,Closed,-0.7,Alert
1762801729.5694273,36.54,77.23,95.16,-0.2,-0.05,-1.05,-3.98,-1.59,0.28,8.01,0.32,0.0,Closed,-4.0,Alert
1762800968.9978585,36.69,82.05,96.23,-0.24,-0.06,-1.22,-3.96,-1.4,0.29,3.43,0.34,0.0,Closed,-1.44,Alert
1762800894.5313263,37.36,69.4,92.52,-0.41,-0.15,-1.05,-3.95,-1.42,0.39,31.63,0.27,0.0,Open,-8.86,Drowsy
1762800813.0903516,36.34,82.82,96.61,-0.17,-0.0,-1.06,-3.99,-1.48,0.28,5.25,0.29,0.0,Closed,-2.13,Alert
1762800788.0809376,36.41,75.57,97.04,-0.2,-0.05,-1.07,-3.95,-1.48,0.39,7.42,0.34,0.0,Closed,-1.26,Alert
1762800689.763113,37.0,79.25,96.71,-0.3,-0.04,-1.11,-4.04,-1.52,0.31,1.09,0.39,0.0,Closed,2.86,Alert
1762800697.262613,37.18,64.83,88.02,-0.28,-0.11,-0.93,-3.86,-1.39,0.08,88.22,0.12,0.02,Open,25.79,Fatigued
1762801265.1965132,36.58,79.66,95.28,-0.2,-0.06,-1.02,-4.06,-1.41,0.24,4.45,0.38,0.0,Closed,0.18,Alert
1762801243.666961,36.96,74.45,98.12,-0.15,-0.08,-1.06,-3.97,-1.59,0.24,2.48,0.38,0.0,Closed,-0.64,Alert
1762800673.1983957,36.63,59.1,91.55,-0.29,0.09,-1.05,-4.01,-1.52,0.42,89.35,0.08,0.03,Open,-17.17,Fatigued
1762801584.4080002,36.28,74.72,95.78,-0.17,-0.05,-1.09,-3.98,-1.45,0.25,9.92,0.29,0.0,Closed,2.62,Alert
1762801830.2864306,36.33,80.33,95.98,-0.3,-0.08,-1.06,-3.98,-1.52,0.26,8.23,0.35,0.0,Closed,2.91,Alert
1762801475.997184,36.28,75.24,96.17,-0.24,-0.06,-1.08,-3.92,-1.42,0.35,0.57,0.3,0.0,Closed,-1.33,Alert
1762800727.9639173,37.42,63.09,92.09,-0.36,0.12,-1.17,-4.1,-1.49,0.31,59.43,0.23,0.01,Closed,12.51,Drowsy
1762801010.6790366,36.97,78.8,95.38,-0.3,-0.07,-1.1,-4.01,-1.55,0.29,4.26,0.36,0.0,Closed,-2.45,Alert
1762801684.20415,36.13,84.93,99.98,-0.28,0.03,-1.15,-3.94,-1.54,0.39,0.17,0.3,0.0,Closed,-1.2,Alert
1762801400.7299335,36.06,71.78,97.22,-0.25,-0.1,-1.1,-3.99,-1.53,0.38,3.41,0.31,0.0,Closed,4.09,Alert
1762801430.7316098,36.19,81.48,96.54,-0.27,-0.13,-1.12,-4.04,-1.54,0.28,3.12,0.38,0.0,Closed,4.04,Alert
1762800851.0370607,36.99,62.08,95.38,-0.35,0.06,-0.95,-4.27,-1.36,0.16,48.93,0.18,0.01,Closed,-8.06,Drowsy
1762801048.1800683,36.8,74.54,93.27,-0.35,-0.13,-0.97,-3.88,-1.52,0.49,56.35,0.23,0.01,Closed,14.96,Drowsy
1762800844.4997623,37.16,60.91,89.6,-0.17,-0.03,-1.06,-3.95,-1.68,0.06,69.02,0.06,0.02,Closed,24.7,Fatigued
1762801062.6694646,36.67,78.43,98.17,-0.24,-0.05,-1.15,-3.97,-1.51,0.39,1.68,0.29,0.0,Closed,-3.73,Alert
1762801004.4114494,36.72,72.22,96.92,-0.16,0.03,-1.17,-4.09,-1.54,0.25,45.93,0.25,0.01,Closed,-8.36,Drowsy
1762800819.7157795,36.9,78.89,98.24,-0.23,0.07,-1.11,-3.95,-1.51,0.37,0.39,0.32,0.0,Closed,-4.38,Alert
1762800939.5244586,36.92,57.99,93.87,-0.49,-0.06,-1.1,-3.83,-1.45,0.48,84.0,0.1,0.03,Open,10.37,Fatigued
1762801049.6695452,36.06,78.1,98.59,-0.14,-0.14,-1.12,-3.98,-1.44,0.3,1.81,0.39,0.0,Closed,-3.77,Alert
1762800659.8694878,36.18,74.1,96.94,-0.19,-0.11,-1.04,-3.96,-1.53,0.3,1.99,0.29,0.0,Closed,-3.5,Alert
1762800865.8222482,36.08,84.48,99.82,-0.27,-0.1,-1.2,-4.01,-1.46,0.22,5.28,0.36,0.0,Closed,1.04,Alert
1762800759.4981527,36.64,69.16,95.59,-0.28,-0.07,-0.92,-4.16,-1.38,0.31,48.73,0.22,0.0,Closed,-4.72,Drowsy
1762800727.3024867,36.68,66.3,93.3,-0.14,-0.13,-1.2,-3.88,-1.53,0.3,47.25,0.27,0.0,Closed,-8.04,Drowsy
1762800900.804031,37.03,68.58,94.07,-0.19,0.21,-1.02,-3.75,-1.49,0.37,76.88,0.11,0.03,Open,-26.11,Fatigued
1762801745.7521539,36.42,75.96,98.11,-0.28,-0.06,-1.08,-3.92,-1.49,0.3,6.23,0.29,0.0,Closed,-0.36,Alert
1762801590.1756716,36.8,82.42,96.21,-0.17,-0.04,-1.1,-3.91,-1.55,0.34,6.87,0.28,0.0,Closed,3.56,Alert
1762801158.3888118,36.41,80.43,99.24,-0.32,-0.08,-1.05,-3.92,-1.52,0.3,9.59,0.37,0.0,Closed,3.29,Alert
1762801118.1321127,36.28,76.04,96.02,-0.31,0.01,-1.05,-3.98,-1.5,0.26,3.33,0.29,0.0,Closed,-1.67,Alert
1762801264.0627816,36.81,81.62,96.66,-0.24,-0.13,-1.08,-3.89,-1.48,0.29,4.11,0.34,0.0,Closed,-1.94,Alert
1762800993.4328444,37.2,70.29,94.6,-0.24,-0.1,-1.14,-3.89,-1.53,0.33,28.15,0.25,0.01,Closed,8.17,Drowsy
1762800918.3955529,37.27,63.14,96.07,-0.32,-0.04,-1.14,-4.02,-1.41,0.31,45.25,0.19,0.01,Open,11.64,Drowsy
1762801295.705839,36.66,73.78,99.84,-0.23,-0.05,-1.06,-4.03,-1.5,0.25,2.17,0.33,0.0,Closed,4.51,Alert
